concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
45274257,irbesartan 300 MG Oral Tablet [Avapro],Drug,NDC,11-digit NDC,,51129411701,20070801,20120601,D
45120436,Furosemide 80 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129412001,20070801,20120601,D
44984080,24 HR venlafaxine 150 MG Extended Release Capsule [Effexor XR],Drug,NDC,11-digit NDC,,51129412301,20071001,20120601,D
45171527,Donepezil hydrochloride 10 MG Oral Tablet [Aricept],Drug,NDC,11-digit NDC,,51129412602,20100801,20120601,D
45240007,Metformin hydrochloride 1000 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129413002,20091001,20120601,D
44950264,Metformin hydrochloride 500 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129413101,20091001,20120601,D
45103328,Simvastatin 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129413902,20070801,20120601,D
45291384,Dexamethasone 0.75 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129414802,20070901,20120601,D
44916410,24 HR Felodipine 10 MG Extended Release Tablet,Drug,NDC,11-digit NDC,,51129415401,20070801,20120601,D
44865065,Metformin hydrochloride 850 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met 15/850],Drug,NDC,11-digit NDC,,51129415501,20091001,20120601,D
44899313,Simvastatin 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129415601,20070901,20120601,D
44984082,Propranolol Hydrochloride 120 MG Extended Release Capsule,Drug,NDC,11-digit NDC,,51129417202,20090801,20120601,D
44899314,Acetaminophen 650 MG / propoxyphene napsylate 100 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129417302,20090101,20120601,D
45325351,24 HR Felodipine 10 MG Extended Release Tablet,Drug,NDC,11-digit NDC,,51129417501,20070801,20120601,D
45001106,Benazepril hydrochloride 5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129417601,20100301,20120601,D
45342279,Paroxetine 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129419601,20070801,20120601,D
45188509,Simvastatin 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129420701,20070801,20120601,D
45171532,Simvastatin 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129420802,20070801,20120601,D
45359515,Simvastatin 20 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129420902,20070801,20120601,D
45188510,Levothyroxine Sodium 0.075 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129421202,20100401,20120601,D
45257142,Pravastatin Sodium 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129423002,20100401,20120601,D
44916414,sitagliptin 50 MG Oral Tablet [Januvia],Drug,NDC,11-digit NDC,,51129424302,20080101,20120601,D
45069517,ALISKIREN HEMIFUMARATE 150 MG Oral Tablet [Tekturna],Drug,NDC,11-digit NDC,,51129427001,20101001,20120601,D
45359516,Dipyridamole 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129428002,20080101,20120601,D
45376388,carvedilol 12.5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129429402,20090501,20120601,D
44984085,Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129429801,20090501,20120601,D
44967035,Dutasteride 0.5 MG Oral Capsule [Avodart],Drug,NDC,11-digit NDC,,51129430402,20090101,20120601,D
45274269,Lisinopril 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129430702,20090101,20120601,D
44967036,carvedilol 6.25 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129431302,20090101,20120601,D
45018239,Terbutaline Sulfate 5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129432301,20090801,20120601,D
45205699,Terbutaline Sulfate 5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129432302,20090801,20120601,D
45086376,Labetalol hydrochloride 300 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129433002,20100201,20120601,D
45359521,Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT 80/12.5],Drug,NDC,11-digit NDC,,51129435502,20081101,20120601,D
45325354,Paroxetine 30 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129435601,20080401,20120601,D
44933384,Levothyroxine Sodium 0.075 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129435701,20100401,20120601,D
45069520,Diclofenac Potassium 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129436202,20090801,20120601,D
45359522,Ibuprofen 800 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129436901,20090101,20120601,D
45103336,Lovastatin 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129437101,20090101,20120601,D
45274271,Lovastatin 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129437102,20090101,20120601,D
45120443,rosiglitazone 8 MG Oral Tablet [Avandia],Drug,NDC,11-digit NDC,,51129437302,20090101,20120601,D
45376390,Fluoxetine 50 MG / olanzapine 6 MG Oral Capsule [Symbyax 6/50],Drug,NDC,11-digit NDC,,51129440002,20090501,20120601,D
45308338,Glyburide 3 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129444102,20090101,20120601,D
44847892,Simvastatin 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129444201,20090101,20120601,D
44967037,Propranolol Hydrochloride 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129445302,20090801,20120601,D
44882197,famciclovir 500 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129448401,20090101,20120601,D
45240016,Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129448502,20090101,20120601,D
45018245,Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet [Azor 5/20],Drug,NDC,11-digit NDC,,51129449802,20090101,20120601,D
45376392,Amlodipine 10 MG / Olmesartan medoxomil 40 MG Oral Tablet [Azor 10/40],Drug,NDC,11-digit NDC,,51129449901,20090101,20120601,D
45205708,Amlodipine 10 MG / Olmesartan medoxomil 40 MG Oral Tablet [Azor 10/40],Drug,NDC,11-digit NDC,,51129449902,20090101,20120601,D
44865074,Amlodipine 5 MG / Olmesartan medoxomil 40 MG Oral Tablet [Azor 5/40],Drug,NDC,11-digit NDC,,51129452201,20090501,20120601,D
45035304,lamotrigine 25 MG Chewable Tablet,Drug,NDC,11-digit NDC,,51129452401,20090501,20120601,D
45052386,Divalproex Sodium 250 MG Enteric Coated Tablet,Drug,NDC,11-digit NDC,,51129453402,20110501,20120601,D
45103338,Ramipril 1.25 MG Oral Capsule,Drug,NDC,11-digit NDC,,51129453602,20090701,20120601,D
45205711,Bisoprolol Fumarate 5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129455401,20091001,20120601,D
45188521,Bisoprolol Fumarate 5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129455402,20091001,20120601,D
45376395,Glyburide 6 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129455502,20090501,20120601,D
45052387,24 HR darifenacin 7.5 MG Extended Release Tablet [Enablex],Drug,NDC,11-digit NDC,,51129455601,20090501,20120601,D
45103339,Citalopram 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129455902,20090501,20120601,D
45222875,"Estrogens, Esterified (USP) 1.25 MG / Methyltestosterone 2.5 MG Oral Tablet",Drug,NDC,11-digit NDC,,51129458601,20090501,20120601,D
44882203,Atenolol 100 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129460702,20090501,20120601,D
45308343,Acetaminophen 500 MG / Hydrocodone Bitartrate 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129460901,20090801,20120601,D
45069526,Acetaminophen 500 MG / Hydrocodone Bitartrate 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129460902,20090801,20120601,D
44865076,moexipril 15 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129461302,20090701,20120601,D
45171551,Fenofibrate 160 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129461702,20090701,20120601,D
44899326,Hyoscyamine Sulfate 0.125 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129462602,20110101,20120601,D
45103345,Midodrine Monohydrochloride 2.5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129463102,20100701,20120601,D
45240021,Levothyroxine Sodium 0.137 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129466302,20100401,20120601,D
45001123,pantoprazole 40 MG Enteric Coated Tablet,Drug,NDC,11-digit NDC,,51129466401,20090701,20120601,D
45086383,Levothyroxine Sodium 0.3 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129467602,20100401,20120601,D
45291397,Acetaminophen 650 MG / propoxyphene napsylate 100 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129467801,20090701,20120601,D
44882208,Simvastatin 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129468202,20090701,20120601,D
45257158,Betaxolol 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129468301,20090701,20120601,D
44967050,Phenytoin sodium 100 MG Extended Release Capsule,Drug,NDC,11-digit NDC,,51129468802,20090801,20120601,D
44933394,Risperidone 1 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129470001,20090701,20120601,D
44950276,Acetohexamide 250 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129536301,20070601,20120601,D
44882209,Phenytoin sodium 100 MG Extended Release Capsule [Dilantin],Drug,NDC,11-digit NDC,,51129622401,20090801,20120601,D
45240022,Theophylline 400 MG 24 Hour Extended Release Tablet [Uniphyl],Drug,NDC,11-digit NDC,,51129700401,20070601,20120601,D
44899329,Amitriptyline Hydrochloride 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129757701,20090801,20120601,D
45342294,Diltiazem Hydrochloride 90 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129783501,20090201,20120601,D
45086386,Baclofen 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51129810101,20070601,20120601,D
44984103,Amlodipine 2.5 MG Oral Tablet [Norvasc],Drug,NDC,11-digit NDC,,51129915201,20070601,20120601,D
45137337,24 HR Diltiazem Hydrochloride 300 MG Extended Release Capsule [Cardizem],Drug,NDC,11-digit NDC,,51129973201,20090201,20120601,D
45103351,Calcium Carbonate 420 MG / Simethicone 21 MG Chewable Tablet [Titralac Plus],Drug,NDC,11-digit NDC,,51131539307,20090701,20110201,D
44916462,Hydroxyzine Hydrochloride 100 MG Oral Capsule,Drug,NDC,11-digit NDC,,51203015401,20100701,20110101,D
45086431,Imipramine Hydrochloride 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51203015901,20090401,20110101,D
45222927,Chlorthalidone 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51203017601,20070601,20110101,D
44899361,moexipril 15 MG Oral Tablet [Univasc],Drug,NDC,11-digit NDC,,51217371500,20070601,20120601,D
45257199,Haloperidol 5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51227608900,20070601,20120601,D
45103386,Misoprostol 0.2 MG Oral Tablet [Cytotec],Drug,NDC,11-digit NDC,,51227614901,20070601,20120601,D
44865126,Misoprostol 0.2 MG Oral Tablet [Cytotec],Drug,NDC,11-digit NDC,,51227614904,20070601,20120601,D
45171597,Tamsulosin hydrochloride 0.4 MG Oral Capsule [Flomax],Drug,NDC,11-digit NDC,,51248005801,20091001,20120601,D
45052432,chlorhexidine gluconate 1.2 MG/ML Mouthwash [Peridex],Drug,NDC,11-digit NDC,,51284062022,20090301,20991231,
44933434,bisoprolol fumarate 10 MG / hydrochlorothiazide 6.25 MG Oral Tablet [Ziac],Drug,NDC,11-digit NDC,,51285004001,20090801,20991231,
45376450,bisoprolol fumarate 10 MG Oral Tablet [Zebeta],Drug,NDC,11-digit NDC,,51285006101,20090801,20210501,D
45120492,Levonorgestrel 1.5 MG Oral Tablet [Plan B One-Step],Drug,NDC,11-digit NDC,,51285008888,20091001,20130101,D
45171599,Cyproheptadine hydrochloride 4 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285024615,20091101,20110101,D
45171600,Chlorpropamide 250 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285025105,20070601,20110101,D
45325406,Dipyridamole 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285025702,20070601,20110101,D
44882243,Dipyridamole 75 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285025805,20070601,20110101,D
45137388,Propranolol Hydrochloride 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285032312,20090801,20110101,D
45171602,Propranolol Hydrochloride 80 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285032405,20091001,20110101,D
44847950,Tolazamide 250 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285032605,20070601,20110101,D
44984144,Tolazamide 500 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285032730,20070601,20110101,D
45342343,Trifluoperazine 1 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285035105,20070601,20110101,D
45069571,Trifluoperazine 2 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285035202,20070601,20110101,D
45308396,Methotrexate 2.5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285050902,20070601,20110401,D
45086452,Prochlorperazine 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285052204,20070601,20130101,D
45018300,trimipramine 100 MG Oral Capsule [Surmontil],Drug,NDC,11-digit NDC,,51285055402,20070601,20220701,D
45018301,Guaifenesin 600 MG / Pseudoephedrine 60 MG 12 hour Extended Release Tablet [S-Pack],Drug,NDC,11-digit NDC,,51285058888,20070601,20110101,D
45086453,Glipizide 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285059904,20070601,20130901,D
45274331,Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285060102,20100701,20110101,D
45342348,bethanechol chloride 10 MG Oral Tablet [Urecholine],Drug,NDC,11-digit NDC,,51285069002,20090801,20230101,D
45308399,benztropine mesylate 1 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285082802,20100101,20110101,D
45069578,benztropine mesylate 2 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285082905,20100101,20130101,D
45035356,Atenolol 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285083704,20070601,20110101,D
44865138,Atenolol 100 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285083805,20070601,20110101,D
45154492,Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285084902,20070601,20110101,D
45069580,Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285084904,20070601,20110101,D
44899374,Levothyroxine Sodium 0.15 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285086505,20100401,20110101,D
45154495,Levothyroxine Sodium 0.3 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285086705,20100401,20110101,D
45359579,Carisoprodol 350 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285087405,20070601,20130901,D
45205770,Guaifenesin 1200 MG Extended Release Tablet,Drug,NDC,11-digit NDC,,51285087902,20070601,20110401,D
45137402,Baclofen 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285088304,20070601,20110101,D
45188574,Amitriptyline Hydrochloride 10 MG / Perphenazine 2 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285088702,20090801,20110101,D
44865139,Amitriptyline Hydrochloride 25 MG / Perphenazine 2 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285088902,20090801,20110101,D
45325421,Amitriptyline Hydrochloride 25 MG / Perphenazine 4 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285089002,20090801,20110101,D
45376467,Pindolol 5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285090502,20070601,20110101,D
45171608,Digoxin 0.125 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285091405,20070601,20110101,D
45308401,Digoxin 0.25 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285091502,20070601,20110401,D
45359582,Digoxin 0.25 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285091505,20070601,20110401,D
44882251,Digoxin 0.125 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285091602,20070601,20110401,D
45001172,Amylases 48000 UNT / Endopeptidases 48000 UNT / Lipase 16000 UNT Delayed Release Oral Capsule [Palipase],Drug,NDC,11-digit NDC,,51285091825,20081101,20150701,D
44933452,Amylases 65000 UNT / Endopeptidases 65000 UNT / Lipase 20000 UNT Delayed Release Oral Capsule [Palpeon],Drug,NDC,11-digit NDC,,51285093425,20080401,20150701,D
45035359,Captopril 25 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285095105,20070601,20110101,D
45257210,Captopril 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285095205,20070601,20110101,D
44933453,Captopril 25 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285095605,20070601,20110101,D
45325424,Digoxin 0.125 MG Oral Tablet,Drug,NDC,11-digit NDC,,51285097005,20070601,20110101,D
45359587,Brompheniramine 0.8 MG/ML / Dextromethorphan 6 MG/ML / Pseudoephedrine 12 MG/ML Oral Solution [Anaplex DM],Drug,NDC,11-digit NDC,,51301003016,20080301,20120601,D
45103404,Brompheniramine 0.4 MG/ML / Hydrocodone Bitartrate 0.34 MG/ML / Pseudoephedrine 6 MG/ML Oral Solution [Anaplex HD],Drug,NDC,11-digit NDC,,51301006504,20090801,20120601,D
45359588,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Gencofed Expectorant],Drug,NDC,11-digit NDC,,51301007716,20100701,20120601,D
45205776,Dextromethorphan 4 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine 10 MG/ML Oral Solution [Despec Drops Grape Flavor],Drug,NDC,11-digit NDC,,51301010805,20090601,20120601,D
45274341,Citric Acid 66.8 MG/ML / potassium citrate 220 MG/ML Oral Solution [Cytra-K],Drug,NDC,11-digit NDC,,51301023016,20070601,20120601,D
45120508,Brompheniramine 2.4 MG/ML / Dextromethorphan 6 MG/ML / Phenylephrine 3 MG/ML Oral Suspension [Brovex DM],Drug,NDC,11-digit NDC,,51301025310,20080101,20120601,D
44882260,Brompheniramine 1.2 MG/ML Oral Suspension [BroveX],Drug,NDC,11-digit NDC,,51301025510,20080101,20120601,D
45086459,Brompheniramine 0.4 MG/ML / Dextromethorphan 4 MG/ML Oral Suspension [Brovex ADM],Drug,NDC,11-digit NDC,,51301025710,20080101,20120601,D
45052456,Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML Oral Solution [Ala-Hist AC],Drug,NDC,11-digit NDC,,51301026316,20100701,20120601,D
45205779,CARBETAPENTANE CITRATE 4 MG/ML / Guaifenesin 15 MG/ML Oral Solution [Oratuss],Drug,NDC,11-digit NDC,,51301030515,20120401,20120601,D
45120510,Guaifenesin 20 MG/ML / Hydrocodone Bitartrate 0.8 MG/ML / Phenylephrine 2 MG/ML Oral Solution [MonteFlu HC],Drug,NDC,11-digit NDC,,51301032016,20091001,20120601,D
45205780,Guaifenesin 20 MG/ML / Phenylephrine 1.5 MG/ML Oral Solution [Donatussin Drops],Drug,NDC,11-digit NDC,,51301037130,20070601,20120601,D
45018312,Dyphylline 6.67 MG/ML Oral Solution,Drug,NDC,11-digit NDC,,51301042016,20080301,20120601,D
45342368,Chlorpheniramine Maleate 1 MG/ML / Dextromethorphan Hydrobromide 3 MG/ML / Phenylephrine Hydrochloride 3.5 MG/ML Oral Solution,Drug,NDC,11-digit NDC,,51301052330,20120501,20120601,D
45137407,Dextromethorphan 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Gani-Tuss-DM NR],Drug,NDC,11-digit NDC,,51301063016,20120401,20120601,D
45171622,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Gani-Tuss NR],Drug,NDC,11-digit NDC,,51301064016,20120201,20120601,D
44984169,Chlorpheniramine 0.4 MG/ML / Methscopolamine 0.15 MG/ML / Phenylephrine 1.6 MG/ML Oral Solution [Dallergy],Drug,NDC,11-digit NDC,,51301065330,20080301,20120601,D
45137408,guaiacolsulfonate 70 MG/ML / Hydrocodone Bitartrate 0.6 MG/ML Oral Solution [Pro Clear],Drug,NDC,11-digit NDC,,51301066504,20120201,20120601,D
44967116,Hydrocodone Bitartrate 0.7 MG/ML / Phenylephrine 1.5 MG/ML / Pyrilamine 2.5 MG/ML Oral Solution [Poly Hist HC],Drug,NDC,11-digit NDC,,51301070116,20091001,20120601,D
45325439,Guaifenesin 20 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine 6 MG/ML Oral Solution [Su-Tuss HD],Drug,NDC,11-digit NDC,,51301071016,20091001,20120601,D
45376484,Chlorpheniramine 0.4 MG/ML / Dextromethorphan 3 MG/ML / Pseudoephedrine 3 MG/ML Oral Solution [M-End DM],Drug,NDC,11-digit NDC,,51301081616,20090301,20120601,D
45325441,Etoposide 20 MG/ML Injectable Solution [Vepesid],Drug,NDC,11-digit NDC,,51305008420,20070601,20120601,D
45001199,Etoposide 20 MG/ML Injectable Solution [Etopofos],Drug,NDC,11-digit NDC,,51305040420,20070601,20120601,D
44984176,Copper Sulfate 2 MG/ML Injectable Solution,Drug,NDC,11-digit NDC,,51309000410,20070601,20110101,D
45018326,Vinblastine 1 MG/ML Injectable Solution,Drug,NDC,11-digit NDC,,51309020230,20070601,20110101,D
44950344,Ivermectin 0.034 MG / Praziquantel 28.5 MG / Pyrantel 28.5 MG Chewable Tablet [Iverhart Max],Drug,NDC,11-digit NDC,,51311019092,20100201,20190901,D
45018330,Levothyroxine Sodium 0.7 MG Oral Tablet [SOLOXINE],Drug,NDC,11-digit NDC,,51311083725,20100201,20170401,D
45137414,Levothyroxine Sodium 0.8 MG Oral Tablet [SOLOXINE],Drug,NDC,11-digit NDC,,51311083810,20100201,20170401,D
45274359,Theophylline 250 MG Extended Release Capsule,Drug,NDC,11-digit NDC,,51316000701,20070601,20110101,D
45274360,Spironolactone 25 MG Oral Tablet,Drug,NDC,11-digit NDC,,51316005101,20070601,20110101,D
44847986,Thioridazine 100 MG Oral Tablet,Drug,NDC,11-digit NDC,,51316006801,20070601,20110101,D
45359605,Propranolol Hydrochloride 20 MG Oral Tablet,Drug,NDC,11-digit NDC,,51316008504,20090801,20110101,D
45188603,Dipyridamole 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51316008801,20070601,20110101,D
44847989,trichloroacetic acid 150 MG/ML Topical Solution [Trichlor Fresh Pak],Drug,NDC,11-digit NDC,,51326003130,20070601,20991231,
44899403,triamcinolone acetonide 1 MG/ML Topical Cream,Drug,NDC,11-digit NDC,,51326010330,20110201,20991231,
44984183,Sulfasalazine 500 MG Oral Tablet,Drug,NDC,11-digit NDC,,51382010705,20070601,20110101,D
45052477,Bacitracin 0.5 UNT/MG / Polymyxin B 10 UNT/MG Ophthalmic Ointment [Poly Pact],Drug,NDC,11-digit NDC,,51394046735,20070601,20120601,D
44865184,Acetaminophen 325 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432002806,20070601,20110101,D
45325465,Aspirin 325 MG Enteric Coated Tablet,Drug,NDC,11-digit NDC,,51432003306,20070601,20110101,D
45069631,Bethanechol Chloride 5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432004003,20090801,20110101,D
45103440,Baclofen 20 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432004503,20070601,20110101,D
44882297,calcium lactate 650 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432005403,20070601,20110101,D
44950376,Chlorothiazide 500 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432007603,20070601,20110101,D
45035413,Clonidine Hydrochloride 0.1 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432008703,20100101,20110101,D
44967143,Chlorthalidone 15 MG / Clonidine Hydrochloride 0.2 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432009703,20100101,20110101,D
45052485,Doxepin Hydrochloride 50 MG Oral Capsule,Drug,NDC,11-digit NDC,,51432014906,20100901,20110101,D
45240118,Docusate 100 MG Oral Capsule,Drug,NDC,11-digit NDC,,51432015306,20070601,20110101,D
44848006,Dipyridamole 25 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432015803,20070601,20110101,D
45308454,ferrous gluconate 325 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432018006,20070601,20110101,D
45240120,Furosemide 20 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432018603,20070601,20110101,D
45171652,Hydrochlorothiazide 25 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432020806,20070601,20110101,D
45240121,Ephedrine sulfate 25 MG / Hydroxyzine Hydrochloride 10 MG / Theophylline 130 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432022203,20100701,20110101,D
45376511,Ephedrine sulfate 25 MG / Hydroxyzine Hydrochloride 10 MG / Theophylline 130 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432022205,20100701,20110101,D
44933492,Imipramine Hydrochloride 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432023003,20090401,20110101,D
45018355,Imipramine Hydrochloride 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432023203,20090401,20110101,D
45171654,Isosorbide Dinitrate 40 MG Extended Release Tablet,Drug,NDC,11-digit NDC,,51432024606,20070601,20110101,D
44933494,Levothyroxine Sodium 0.3 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432026106,20100401,20110101,D
45120552,Meclizine Hydrochloride 25 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432026603,20100701,20110101,D
45086496,medroxyprogesterone acetate 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432026701,20100901,20110101,D
45001227,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432033305,20110101,20110101,D
45018361,Cyclobenzaprine hydrochloride 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432036703,20090101,20110101,D
45052495,Prednisone 1 MG/ML Oral Solution,Drug,NDC,11-digit NDC,,51432038318,20070601,20110101,D
45120559,Acetaminophen 650 MG / Propoxyphene Hydrochloride 65 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432039205,20090101,20110101,D
45359634,Propylthiouracil 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432039406,20070601,20110101,D
44865207,Rauvolfia serpentina extract 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432041306,20070601,20110101,D
45325476,Sodium Fluoride 2.2 MG Chewable Tablet,Drug,NDC,11-digit NDC,,51432042506,20070601,20110101,D
45342417,Spironolactone 25 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432042805,20070601,20110101,D
45205834,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432043005,20070601,20110101,D
45291483,Sulfasalazine 500 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432044203,20070601,20110101,D
45240127,Sulfasalazine 500 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432044205,20070601,20110101,D
45154546,Verapamil hydrochloride 120 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432044503,20100301,20110101,D
44848016,Theophylline 100 MG Extended Release Tablet,Drug,NDC,11-digit NDC,,51432045203,20070601,20110101,D
45376521,Desiccated thyroid 130 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432046006,20070601,20110101,D
45137448,Tolbutamide 500 MG Oral Tablet,Drug,NDC,11-digit NDC,,51432046205,20070601,20110101,D
